iter	RMSE
179	55.73438064
180	55.73387523
181	55.73355615
182	55.73334198
183	55.72784551
184	55.72730577
185	55.72700976
186	55.72690115
187	55.72568279
188	55.72527907
189	55.72459374
190	55.72175054
191	55.72162589
192	55.72138697
193	55.72110718
194	55.72080647
195	55.72045775
196	55.71979466
197	55.71870129
198	55.71813887
199	55.71761193
200	55.71736797
201	55.71715853
202	55.71673973
203	55.71643799
204	55.71637056
205	55.71557969
206	55.71482849
207	55.71468914
208	55.71461607
209	55.71429321
210	55.71379618
211	55.71361763
212	55.71284536
213	55.71278502
214	55.71253411
215	55.71232133
216	55.71206393
217	55.71175042
218	55.71040021
219	55.70506722
220	55.70469188
221	55.70459002
222	55.70428159
223	55.704068
224	55.70401532
225	55.70013951
226	55.69972795
227	55.69948378
228	55.69886862
229	55.69870253
230	55.6986173
231	55.69824853
232	55.69786718
233	55.69781599
234	55.69751859
235	55.69690692
236	55.69640468
237	55.69607028
238	55.69599491
239	55.69596623
240	55.69584731
241	55.69559243
242	55.69537238
243	55.69513201
244	55.69473321
245	55.6940157
246	55.69370546
247	55.69320093
248	55.69299193
249	55.69251158
250	55.69229309
251	55.69208109
252	55.69012112
253	55.6899786
254	55.68861372
255	55.68845638
256	55.67927989
257	55.67898479
258	55.67845531
259	55.67821684
260	55.67803072
261	55.67793872
262	55.67721089
263	55.67655039
264	55.67646122
265	55.67623794
266	55.67604078
267	55.67598711
268	55.67571255
269	55.67563226
270	55.67539496
271	55.67529508
272	55.67512047
273	55.6749884
274	55.67451091
275	55.67431776
276	55.67407446
277	55.67364809
278	55.67345094
279	55.67333036
280	55.67297928
281	55.6725052
282	55.67013813
283	55.66867633
284	55.66846514
285	55.6678696
286	55.66776713
287	55.66750731
288	55.66522987
289	55.66507288
290	55.66471701
291	55.66412423
292	55.66356736
293	55.66341838
294	55.66317993
295	55.66303001
296	55.65217709
297	55.651958
298	55.65102166
299	55.65085705
300	55.65071018
301	55.65026974
302	55.6501636
303	55.64987893
304	55.64961822
305	55.64944955
306	55.64931738
307	55.64881147
308	55.64871307
309	55.64362942
310	55.64335742
311	55.64320157
312	55.64295852
313	55.64279329
314	55.64193808
315	55.64181776
316	55.64162787
317	55.63985376
318	55.63972801
319	55.63942602
320	55.63422716
321	55.63409768
322	55.63399087
323	55.63310063
324	55.632986
325	55.62072998
326	55.62057052
327	55.62045827
328	55.62029211
329	55.62023047
330	55.62007705
331	55.62004393
332	55.61946962
333	55.61935574
334	55.61901126
335	55.61833778
336	55.61804992
337	55.61303725
338	55.61229576
339	55.61212368
340	55.61202838
341	55.60719958
342	55.60553806
343	55.60450885
344	55.60429672
345	55.60414538
346	55.60366837
347	55.60354337
348	55.60324207
349	55.60240611
350	55.60204051
351	55.60196491
352	55.60121371
353	55.6011272
354	55.6009395
355	55.59724788
356	55.59705058
357	55.59695277
358	55.59580925
359	55.59555654
360	55.59532569
361	55.59525692
362	55.59483311
363	55.59478836
364	55.59466768
365	55.59398788
366	55.59360584
367	55.59282869
368	55.5924109
369	55.59214243
370	55.59211051
371	55.59203015
372	55.59200102
373	55.59197746
374	55.59183835
375	55.59145075
376	55.59135375
377	55.59100981
378	55.59088961
379	55.58712356
380	55.58694876
381	55.58670457
382	55.58658701
383	55.58622069
384	55.58443722
385	55.58432264
386	55.58430706
387	55.58424589
388	55.58396219
389	55.58370871
390	55.58261867
391	55.58252128
392	55.58250422
393	55.58234561
394	55.58221021
395	55.57847823
396	55.57841859
397	55.5778247
398	55.57711502
399	55.57693769
400	55.57487584
401	55.57448124
402	55.57428508
403	55.57406954
404	55.57066773
405	55.57053742
406	55.5702408
407	55.57003383
408	55.56930825
409	55.56905937
410	55.56897667
411	55.56889085
412	55.56873765
413	55.56864229
414	55.56833212
415	55.56799334
416	55.56776043
417	55.56767784
418	55.56750395
419	55.56729993
420	55.56705511
421	55.56698323
422	55.56678661
423	55.56658329
424	55.56649906
425	55.56622006
426	55.56602649
427	55.56597361
428	55.56579461
429	55.56573085
430	55.56541229
431	55.56155559
432	55.55324388
433	55.55294
434	55.55071746
435	55.55064791
436	55.55054644
437	55.55050887
438	55.5504216
439	55.55031362
440	55.5498928
441	55.54949173
442	55.54887658
443	55.54766089
444	55.54757584
445	55.54613601
446	55.54506719
447	55.54432192
448	55.54414835
449	55.54383992
450	55.54270954
451	55.54256845
452	55.54249807
453	55.54005768
454	55.53987309
455	55.53926326
456	55.53907855
457	55.53902795
458	55.5368753
459	55.53653033
460	55.5309417
461	55.5308481
462	55.53076252
463	55.53061429
464	55.53048199
465	55.5303448
466	55.52998075
467	55.52993563
468	55.52770075
469	55.52736507
470	55.52091866
471	55.52081991
472	55.52076601
473	55.52060228
474	55.52037845
475	55.52033339
476	55.52032123
477	55.5200982
478	55.51979627
479	55.51975583
480	55.51768893
481	55.51761873
482	55.51627076
483	55.5159916
484	55.51593213
485	55.51581878
486	55.51559482
487	55.51419919
488	55.51402758
489	55.51391015
490	55.51373166
491	55.51350673
492	55.51329832
493	55.5131302
494	55.51302376
495	55.51297099
496	55.5128693
497	55.51272106
498	55.512668
499	55.51179672
500	55.51157174
501	55.51139557
502	55.51107591
503	55.51102486
504	55.50983369
505	55.50875674
506	55.50842411
507	55.50835783
508	55.50832086
509	55.50640862
510	55.50630327
511	55.50134346
512	55.50101799
513	55.50099176
514	55.50085807
515	55.50081272
516	55.50063803
517	55.50059263
518	55.49882134
519	55.49876365
520	55.49345392
521	55.49342536
522	55.49336288
523	55.49172192
524	55.49044928
525	55.49040525
526	55.48957034
527	55.48943961
528	55.48933758
529	55.48930389
530	55.4891882
531	55.48903333
532	55.48862531
533	55.48854152
534	55.48821507
535	55.48818438
536	55.48816537
537	55.48717243
538	55.48711714
539	55.48647729
540	55.48639396
541	55.48565868
542	55.48559505
543	55.48550784
544	55.48544641
545	55.4854119
546	55.48528523
547	55.48499502
548	55.48343574
549	55.48323047
550	55.48319116
551	55.48305694
552	55.48287323
553	55.48252183
554	55.48163216
555	55.48152732
556	55.48149059
557	55.48101204
558	55.48090355
559	55.48081245
560	55.48077635
561	55.48031063
562	55.48016949
563	55.47994141
564	55.47977266
565	55.47965543
566	55.47813445
567	55.47806198
568	55.47800482
569	55.47785711
570	55.47757564
571	55.4774862
572	55.47733816
573	55.47724357
574	55.47701171
575	55.47675263
576	55.4766192
577	55.47656599
578	55.47647493
579	55.47633479
580	55.47629016
581	55.47620518
582	55.47603806
583	55.47599223
584	55.47597621
585	55.47594174
586	55.4753605
587	55.47527899
588	55.47509805
589	55.4750666
590	55.47495562
591	55.47484018
592	55.47463548
593	55.47443579
594	55.47349666
595	55.47322891
596	55.47307035
597	55.47302049
598	55.47224452
599	55.47209896
600	55.47188976
601	55.47183924
602	55.47173338
603	55.47088208
604	55.47086323
605	55.47085463
606	55.47075654
607	55.46913041
608	55.46910172
609	55.46901794
610	55.46885476
611	55.46839733
612	55.46824367
613	55.4681571
614	55.4679718
615	55.46785272
616	55.46410224
617	55.4639553
618	55.46382747
619	55.46372025
620	55.46363277
621	55.46356412
622	55.4635122
623	55.4633833
624	55.46332787
625	55.46271266
626	55.46267747
627	55.46243128
628	55.46240438
629	55.46237908
630	55.4623448
631	55.46228599
632	55.46223392
633	55.46215245
634	55.46132659
635	55.46130474
636	55.46016467
637	55.46009174
638	55.45999799
639	55.45992511
640	55.45564235
641	55.45274329
642	55.45218174
643	55.45205049
644	55.4518832
645	55.45156696
646	55.45153241
647	55.45133386
648	55.4512699
649	55.45115929
650	55.45113386
651	55.45109712
652	55.45105491
653	55.4508388
654	55.4505317
655	55.45049336
656	55.45026789
657	55.45012689
658	55.45005017
659	55.44950004
660	55.44940174
661	55.44874335
662	55.4486963
663	55.4485478
664	55.44844358
665	55.44841325
666	55.44451104
667	55.44434211
668	55.44376097
669	55.4437384
670	55.44356035
671	55.44354516
672	55.4435345
673	55.44332262
674	55.44326547
675	55.44204665
676	55.44186967
677	55.441817
678	55.4417368
679	55.441554
680	55.44140406
681	55.44128041
682	55.44109993
683	55.44106972
684	55.44103144
685	55.44092694
686	55.44088258
687	55.44070041
688	55.44051575
689	55.44049047
690	55.4404536
691	55.4403588
692	55.44017902
693	55.44012668
694	55.43966836
695	55.43959457
696	55.43949094
697	55.43940615
698	55.43628383
699	55.43615512
700	55.43613457
701	55.43594789
702	55.4343935
703	55.43423191
704	55.4340909
705	55.43391732
706	55.43327518
707	55.43324038
708	55.43319001
709	55.43308483
710	55.43306002
711	55.4310728
712	55.43105173
713	55.43087368
714	55.43029116
715	55.43006548
716	55.43001132
717	55.42986528
718	55.42977893
719	55.42956519
720	55.42950562
721	55.42845808
722	55.42840968
723	55.42782994
724	55.42716506
725	55.42713034
726	55.42640555
727	55.42561995
728	55.42510475
729	55.42501606
730	55.4249013
731	55.42477259
732	55.42473638
733	55.4246957
734	55.42452209
735	55.42437348
736	55.42434563
737	55.42431182
738	55.42427486
739	55.42417966
740	55.42274319
741	55.4226053
742	55.41984467
743	55.41934483
744	55.41893173
745	55.41888189
746	55.41866358
747	55.41859951
748	55.41844807
749	55.41822775
750	55.41807929
751	55.41764506
752	55.41727363
753	55.41715515
754	55.41700647
755	55.4169362
756	55.4166753
757	55.41658031
758	55.41645706
759	55.41632362
760	55.41631574
761	55.41617115
762	55.41612367
763	55.41595551
764	55.41577868
765	55.41565166
766	55.41555998
767	55.41546516
768	55.41495067
769	55.41490269
770	55.41379258
771	55.41368602
772	55.41365553
773	55.4134886
774	55.41345527
775	55.41332434
776	55.41316256
777	55.41269929
778	55.41212395
779	55.41119983
780	55.41108971
781	55.41092367
782	55.41073815
783	55.41062041
784	55.41047181
785	55.41022678
786	55.41014432
787	55.40232423
788	55.40172862
789	55.40161824
790	55.40142932
791	55.40138436
792	55.40130307
793	55.40108593
794	55.40102686
795	55.4006384
796	55.40056885
797	55.40041631
798	55.39939855
799	55.39936133
800	55.39933519
801	55.39923899
802	55.39923247
803	55.39921173
804	55.39918114
805	55.39877422
806	55.39863158
807	55.39309556
808	55.39298883
809	55.39296799
810	55.39294034
811	55.39278428
812	55.39274473
813	55.39265411
814	55.39264335
815	55.39151452
816	55.39149844
817	55.39147784
818	55.39138993
819	55.39065003
820	55.3905844
821	55.39054479
822	55.39045512
823	55.39042375
824	55.39038552
825	55.38985102
826	55.38929805
827	55.38925542
828	55.38917698
829	55.38909872
830	55.38902612
831	55.38897746
832	55.38889408
833	55.38883871
834	55.38871871
835	55.38864938
836	55.38857223
837	55.38850139
838	55.38845925
839	55.3882986
840	55.38821214
841	55.38806814
842	55.38800812
843	55.38797806
844	55.38790027
845	55.38777985
846	55.3877312
847	55.38726899
848	55.3872332
849	55.38720838
850	55.38716633
851	55.38692115
852	55.38668979
853	55.38660033
854	55.38657588
855	55.38649448
856	55.38638981
857	55.38593246
858	55.38522131
859	55.38515689
860	55.38511846
861	55.3850132
862	55.38498729
863	55.38497504
864	55.38493197
865	55.37054389
866	55.37052534
867	55.37048615
868	55.37038417
869	55.3703658
870	55.36991494
871	55.36963517
872	55.36916565
873	55.36914995
874	55.36905044
875	55.36902838
876	55.36892287
877	55.36885673
878	55.36871712
879	55.36870052
880	55.36843845
881	55.36842664
882	55.36840479
883	55.36836004
884	55.36831358
885	55.36823937
886	55.36817275
887	55.36798062
888	55.3679438
889	55.36786629
890	55.36783382
891	55.36761341
892	55.36756649
893	55.36749225
894	55.36744522
895	55.36739014
896	55.36727871
897	55.367168
898	55.3671118
899	55.36433288
900	55.36414536
901	55.36410728
902	55.36377313
903	55.36366209
904	55.3631791
905	55.36256955
906	55.36247321
907	55.3624359
908	55.36235659
909	55.36222693
910	55.36217859
911	55.36181716
912	55.36179228
913	55.35952437
914	55.358573
915	55.35840968
916	55.35826926
917	55.35817345
918	55.35686371
919	55.35663629
920	55.35643278
921	55.35613787
922	55.35599188
923	55.35587359
924	55.35353148
925	55.35334073
926	55.35332804
927	55.35139784
928	55.35101799
929	55.35086798
930	55.35085304
931	55.35082639
932	55.35064265
933	55.35024609
934	55.35014737
935	55.349955
936	55.34993865
937	55.34962952
938	55.34955123
939	55.34949315
940	55.34940041
941	55.3492716
942	55.34911012
943	55.34906927
944	55.34904998
945	55.34898927
946	55.34896756
947	55.34886312
948	55.34885405
949	55.34879071
950	55.34870382
951	55.34866601
952	55.34858385
953	55.34843641
954	55.34825529
955	55.34821783
956	55.34816026
957	55.34784161
958	55.34778945
959	55.34746477
960	55.347364
961	55.34722135
962	55.3471861
963	55.34703226
964	55.34690516
965	55.34651523
966	55.34642625
967	55.34636732
968	55.34620693
969	55.34607433
970	55.34603316
971	55.34582475
972	55.34549716
973	55.3452979
974	55.34526487
975	55.34514138
976	55.34511323
977	55.34475536
978	55.34471483
979	55.34463022
980	55.34458809
981	55.34454501
982	55.3442864
983	55.34410307
984	55.34407481
985	55.34400761
986	55.34398433
987	55.34395442
988	55.34394042
989	55.34383742
990	55.34380372
991	55.34376831
992	55.34375808
993	55.34266751
994	55.34192913
995	55.34191112
996	55.34184937
997	55.34183824
998	55.34164997
999	55.3416255
